CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
3682	3771	8	0.9686	0.000
3726	3771	8	0.9424	0.000
3771	3840	8	0.968	0.000
3771	3869	8	0.9646	-0.000
3771	3915	8	0.96	0.000
3771	3951	8	0.9649	0.000
3771	3967	8	0.9569	0.000
3771	3989	8	0.9641	-0.000
3771	4034	8	0.9161	0.000
3655	3840	8	0.8734	0.001
3682	3840	8	0.9671	0.000
3726	3840	8	0.9141	0.000
3840	3869	8	0.9683	-0.000
3840	3915	8	0.9636	-0.000
3840	3951	8	0.9703	-0.000
3840	3967	8	0.9601	-0.000
3840	3989	8	0.9974	-0.000
3840	4034	8	0.9578	0.000
3616	3655	8	0.9967	0.001
3641	3655	8	0.9985	-0.000
3655	3682	8	0.8996	0.000
3655	3726	8	0.964	0.000
3655	3915	8	0.873	0.001
3655	3951	8	0.8717	0.001
3655	3967	8	0.9145	0.001
3655	4034	8	0.9191	0.001
3682	3989	8	0.9619	0.000
3869	3989	8	0.9687	-0.000
3915	3989	8	0.9668	-0.000
3951	3989	8	0.9698	-0.000
3967	3989	8	0.9601	-0.000
3989	4034	8	0.9582	0.000
3616	3641	8	0.9989	0.001
3616	3726	8	0.9582	0.001
3682	3869	8	0.9356	0.000
3682	3915	8	0.929	0.000
3682	3951	8	0.9373	0.000
3682	3967	8	0.9236	0.000
3682	4034	8	0.916	0.000
3641	3726	8	0.9591	-0.000
3726	3869	8	0.9111	0.000
3726	3915	8	0.9135	0.000
3726	3951	8	0.9145	0.000
3726	3967	8	0.9169	0.000
3726	4034	8	0.9562	0.001
3869	3915	8	0.9985	0.000
3869	3951	8	0.9995	0.000
3869	3967	8	0.9643	0.000
3869	4034	8	0.9238	0.000
3915	3951	8	0.9981	0.000
3915	3967	8	0.9641	0.000
3915	4034	8	0.926	0.000
3951	4034	8	0.9288	0.000
3967	4034	8	0.9232	0.000
3951	3967	8	0.9627	-0.000
3073	3277	9	0.9115	-28.036
3189	3277	9	0.9734	-28.035
3277	3343	9	0.9504	28.032
3277	3385	9	0.9748	-0.000
2945	3277	9	0.9457	-28.035
3073	3343	9	0.8775	-0.004
3189	3343	9	0.9553	-0.003
3343	3385	9	0.9369	-28.032
2945	3343	9	0.9258	-0.003
2945	3073	9	0.8931	0.000
2945	3189	9	0.9476	-0.001
2945	3385	9	0.93	-28.035
3073	3189	9	0.9019	-0.001
3189	3385	9	0.9591	-28.035
3073	3385	9	0.909	-28.036
390	465	10	0.7838	-0.000
465	526	10	0.9776	-0.115
526	680	10	0.862	0.995
526	686	10	0.8032	0.959
1039	1107	10	0.9421	0.000
1107	1696	10	0.8555	0.000
1107	2134	10	0.8071	-0.000
1107	2261	10	0.8388	-0.000
390	1107	10	0.8318	-0.000
